Artist(s),song,text,Length,emotion,Genre,Album,Release Date,Key,Tempo,Loudness (db),Time signature,Explicit,Popularity,Energy,Danceability,Positiveness,Speechiness,Liveness,Acousticness,Instrumentalness,Good for Party,Good for Work/Study,Good for Relaxation/Meditation,Good for Exercise,Good for Running,Good for Yoga/Stretching,Good for Driving,Good for Social Gatherings,Good for Morning Routine,Similar Artist 1,Similar Song 1,Similarity Score 1,Similar Artist 2,Similar Song 2,Similarity Score 2,Similar Artist 3,Similar Song 3,Similarity Score 3
!!!,Myth Takes,"Only takes a little bit of gleam or glimmer Only just a little bit of shake-or-shiver Nothing never matters 'til it's shattered Smothered and covered, splattered all over Manhattan  Sha, sha, sha, sha, sha-doobie Sometimes it's really just like the movies  Was a glimpse, a little bit of nothing make a difference And nothing's been the same since the chain of events It's the place where dreams come true Dreams can still be nightmares too  And ah sha, sha, sha, sha, whoa, whoa So much it's close enough for rock 'n roll  Shoulda known the world was cold, next time you'll pack a sweater Poets from the days of old have never said it better Sometimes it really glitters and sometimes it's even gold Baby when it isn't then it must be rock 'n roll And ah sha, sha, sha, sha, sha-doobie Sometimes it's really just like the movies  Sha, sha, sha, sha, sha-doobie Sometimes you just stay home and watch movies",02:23,sadness,hip hop,Myth Takes,5th March 2007,B min,97,-7.85db,4/4,No,34,76,76,88,3,27,13,68,0,0,0,0,0,0,0,0,0,"Desmond Dekker,ACES",Problems - 3676543,0.9763718243263064,The Darkness,Knockers,0.9613774757616432,Ken Yamada,Rich Chigga Freestyle Dat $tick Remix,0.9589376196576992
!!!,Heart of Hearts,"Her face, her face didn't change the whole damn time When suddenly suddenly she left the room crying Turned her cards, turned her cards over, they were shocked to find One card, none of them had ever seen dealt Was a heart of hearts  Staring, staring out the window like something's missing Talking, talking himself but not even he is listening Read the letter, read the letter over he was shocked to find Dear you, the heart is nothing but, nothing but a shell For your heart of hearts  Talking bout real love, baby It's such a precious thing It's got to be true love, baby It's such a precious thing It's got to be true love, baby It's such a precious things 'Cause we're all just fumbling, baby Fumbling in the dark For a heart of hearts Wasn't love, wasn't love said it was good enough But something inside, something inside remained untouched Live your life, live your life over, don't be shocked to find Good enough just ain't good enough unless it's felt In your heart of hearts",06:02,surprise,hip hop,Myth Takes,5th March 2007,F# min,119,-6.57db,4/4,No,23,93,63,40,5,12,0,10,0,0,0,0,0,0,0,0,0,"Celldweller,Circle of Dust",Jericho Circle of Dust Remix,0.9967407697953372,Wicca Phase Springs Eternal,Obsessed,0.9931531107462084,Thin Lizzy,The Hero And The Madman,0.9926265259821878
!!!,Yadnus,"I'll take anyone New York to London They say brave men run to the sound of fun  Fixing to hit you Fixing to hit you Fixing to hit you Fixing to hit you  Ooh, I'll take anyone New York to London They say brave men run to the sound of fun  You'd better make You'd better make You'd better make your bed tonight You'd better take You'd better take You'd better take your breath tonight  Tonight Tonight Tonight Tonight Anyone Anyone Anyone Everyone  Ooh, I'll take everyone New York to the sun They say brave men run to the sound of fun  Fixing to kiss you Fixing to kiss you Fixing to kiss you Fixing to kiss you  All night long All night long All night long All night long  Ooh, kiss you Ooh, kiss you Ooh, kiss you Ooh, kiss you",05:13,joy,hip hop,Myth Takes,5th March 2007,D Maj,126,-6.01db,4/4,No,26,80,69,46,7,6,3,3,0,0,0,1,0,0,0,0,0,Prince,Thunder,0.9831118715229832,CG5,Never Easy,0.9802006091288944,Donell Jones,All About The Sex,0.975263278121642
!!!,Sick Ass Moon,"All night All night All night ('Til the break of dawn) All night ('Til the break of dawn)  There I was, nearly November Moon shone bright, barely a sliver While across my mind ran all the things that I never Now I like to think that I'm nobody's prisoner I wasn't sure, but I sure was a listener When I thought I heard (All night), I thought I heard the moon whisper  Whispering (All night) Ooh, you will be (All night) Ooh, you will be (All night) Ooh, you will be mine (All night)  Now I don't trouble my mind I don't trouble my mind with signs in the sky That don't mean sometimes I don't wonder why While across my mind (All night) ran memories faded Heard a voice, I couldn't place it Whispering (All night), whispering words so blatant Whispering (All night) Ooh, you will be Ooh, you will be (All night) Ooh, you will be mine And I answered (All night) Maybe one day (All night) Maybe one day (All night) Maybe one day, but not this time (All night)  Whispering (All night) Maybe one day (All night) Maybe one day (All night) Maybe one day, but not this time (All night, I'ma sing my song) (All night) Maybe one day (All night) Maybe one day (All night) Maybe one day, but not this time (All night)  All night 'til the break of dawn Goddammit, I'ma sing my song All night 'til the break of dawn Goddammit, I'ma sing my song  All night All night All night All night All night All night",04:21,joy,hip hop,As If,16th October 2015,C min,124,-7.45db,4/4,No,20,83,79,63,9,11,33,4,0,0,0,1,0,0,0,0,0,Midnight Star,Engine No. 9,0.9724590210285664,"""Weird Al"" Yankovic",King of Suede,0.9711163757932032,"""Weird Al"" Yankovic",King Of Suede,0.9698400171382324
!!!,All My Heroes Are Weirdos,"Hey ho, there’s an open casting call for heroes And all that showed up was Nero And it’s all blurry but somehow he was hired  Lay low ’cause he’s gone and pissed himself laughing Pissed in the wind and said it was raining Said ""don’t worry, it’ll put out the fire""  If I do say so there’s a lotta more story to unfold 'Cause it’ll twist and it’ll turn till it’s been told That the truth is its own supply  I don’t wanna talk about what was Can we please not talk about what is? Why should we talk about what should be When we could talk about what could be?  Hey ho, somewhere a dreamer ain’t so silly after all Sees a crack where others see only wall Yeah all my heroes are weirdos Yeah all my heroes are weirdos Hey ho, there’s an open casting call for heroes And all that showed up was Nero And it’s all blurry but somehow he was hired  Lay low ’cause he’s gone and pissed himself laughing Pissed in the wind and said it was raining Said ""don’t worry, it’ll put out the fire""  If I do say so there’s a lotta more story to unfold 'Cause it’ll twist and it’ll turn till it’s been told That the truth is its own supply  I don’t wanna talk about what was Can we please not talk about what is? Why should we talk about what should be When we could talk about what could be?  Hey ho, somewhere a dreamer ain’t so silly after all Sees a crack where others see only wall Yeah all my heroes are weirdos Yeah all my heroes are weirdos",03:04,anger,hip hop,Myth Takes,5th March 2007,A Maj,122,-5.89db,4/4,No,23,99,50,61,8,8,0,5,0,0,0,0,0,0,0,0,0,Giant Rooks,Silence,0.9852972064365398,Against Me!,Piss and Vinegar,0.9811541234630536,Taking Back Sunday,Capital M-E,0.9808037882265122
!!!,Couldnt Have Known,"[Verse 1] I was lookin' down You were standing next to me Speaking straight into my face But I wasn't listening It's a thing I do People say it's rude But I'm not sure how, how, how, how, how, how, how How, how, how, how, how  [Interlude] Oh Oh Oh  [Verse 2] I was on my own I was living next to you No idea how to explain myself And tell you what I wanted to do When you looked past me Straight to the future you You had it all figured out, out, out, out, out, out, out Out, out, out, out, out Yeah, figured out [Chorus] Couldn't have known that it wasn't in my eyes to see Couldn't have known that it wasn't in my eyes Couldn't have known that it wasn't in my eyes to see Couldn't have known that it wasn't in my eyes  [Instrumental Break]  [Chorus] Couldn't have known that it wasn't in my eyes to see Couldn't have known that it wasn't in my eyes Couldn't have known that it wasn't in my eyes to see Couldn't have known that it wasn't in my eyes  [Outro] Eyes, eyes, eyes, eyes, eyes, eyes, eyes Eyes, eyes, eyes, eyes, eyes",03:35,anger,hip hop,Wallop,30th August 2019,C# Maj,122,-7.29db,4/4,No,18,92,74,77,13,11,1,1,0,0,0,1,0,0,0,0,0,"Problem,Bad Lucc",Get on It,0.9892432211872388,Public Enemy,Race Against Time,0.9876627280086444,Big Bad Bosses,The Raid,0.9844895969243308
"!!!,Lea Lea",Dancing Is the Best Revenge,"Maybe I've been scared, maybe I've known fear Now I only know it from the rear view mirror It wasn't always pretty, it wasn't always nice The voices in my head gave good advice Maybe I used to care that life had been unfair But that's before I realized that I could walk The old days ain't coming back, ain't coming back no more They might as well be tied up in a sack on the ocean floor With cement blocks  Sometimes wish come true But I don't think they will for you You wish that you were that one But that's the nature of one and I'm that one I know you know you wish you were Tell me, tell me, does it hurt? Don't be mad at me, it's all that I can be I did not choose for you to lose  Better than best, better than best, I am Better than best, better than best, I've been And it's been a couple seconds since I first learned my lesson That nothing comes from nothing and dancing is the best revenge Better than best, better than best, never been lesser than Better than best, better than best and dancing is the best revenge Revenge Sure, I still get scared, that's why I'm still here Those same old fears are there, like I said, it's a rear view mirror It wasn't always pretty, it wasn't always nice The voices in my head gave good advice  And one day it all has been So don't forget to leave 'em laughin' And if you got no epitaph then Just leave 'em something in Latin Sometimes wish come true But I don't think they will for you You wish that you were that one But that's the nature of one and I'm that one I'm that one  Better than best, better than best, I am Better than best, better than best, I've been And it's been a couple seconds since I first learned my lesson That nothing comes from nothing and dancing is the best revenge Better than best, better than best, never been lesser than Better than best, better than best and dancing is the best revenge Revenge  One day it all has been So don't forget to leave 'em laughin' (Revenge) And if you got no epitaph then Just leave 'em something in Latin",04:41,fear,hip hop,Shake The Shudder,19th May 2017,C# Maj,120,-6db,4/4,No,36,76,86,80,5,6,0,32,0,0,0,0,0,0,0,0,0,Wham!,Come On!,0.9795876073520292,Eric Church,Roller Coaster Ride,0.97542473901431,Luca Debonaire,You Got Me Down,0.9729575682418614
"!!!,Lea Lea",NRGQ,"[Intro] Whoo  [Verse 1] If the waves could take you under Would you never go into the sea? If it stops and makes you wonder Do you freeze or can you let it be? Do the lightning, rain and thunder Leave you waiting for the next regime? Do you calculate the numbers And believe in probability?  [Verse 2] Are you feeling sentimental? Are you feeling insecure? Are you always playing games of ""is it right?"" or ""am I sure?"" Is it feeling kinda hasty? Is it feeling premature? Are you looking for the exit? Are you taking a detour? Are you taking a detour? Are you taking a detour? Are you taking a detour? [Pre-Chorus] Ooh What you do, what you do, what you do, what you doin' to me What you do to me, what you do to me, what you do to me  [Chorus] Hey, what you do to me Energy's getting through to me And I got my eyes forward and that's how they ought to be Baby, baby, I'm here where I need to be (Oh yeah, oh yeah) Feeling fear, but no need to be And I've been caught dead in my tracks, but that's no way to be It's no way to be Ooh, yeah Ooh  [Bridge] Hey, listen to me When I want advice, then give it to me But just keep quiet and don't even try it 'Cause you don't have nothing to say I said hey, talk to me Are you staying here or can you walk with me? And don't deny it if you haven't tried it 'Cause the feeling ain't going away (Come on) I said hey, listen to me When I want advice, then give it to me But just keep quiet and don't even try it 'Cause you don't have nothing to say I said hey, talk to me Are you staying here or can you walk with me? And don't deny it if you haven't tried it 'Cause the feeling ain't going away (Come on) [Verse 2] Are you feeling sentimental? Are you feeling insecure? Are you always playing games of ""is it right?"" or ""am I sure?"" Is it feeling kinda hasty? Is it feeling premature? Are you looking for the exit? Are you taking a detour? Are you taking a detour? Are you taking a detour? Are you taking a detour? Are you taking a?  [Pre-Chorus] Yeah Hey Yeah, uh-huh Yeah, yeah, yeah, yeah, yeah, yeah Yeah, uh-huh, yeah, uh-huh  [Chorus] Hey, what you do to me Energy's getting through to me And I got my eyes forward and that's how they ought to be Baby, baby, I'm here where I need to be (No need to be) Feeling fear, but no need to be And I've been caught dead in my tracks, but that's no way to be It's no way to be  [Outro] Yeah, yeah, oh Uh-huh, what you do to me Yeah",04:30,sadness,hip hop,Shake The Shudder,19th May 2017,C Maj,133,-6.78db,4/4,No,31,89,78,80,7,13,5,0,0,0,0,1,0,0,0,0,0,Jennifer Lopez,We Gotta Talk,0.9919747308416312,Peter Tosh,Peace Treaty,0.9855768886580089,Eric Clapton,(I) Get Lost,0.9851599611701484
!Marc¡,Stay,"[Chorus: Quavo] When the plane come down in your town And we only in town for three days No matter how far I go, she always hold me down She say I always got somewhere to stay, stay, stay Always got somewhere to stay No matter how far I go, she always hold me down That's why everywhere I go I always save a plane  [Verse 1: Quavo] I told you once I ain't gon tell you twice Better back off my bitch young nigga or you might lose your life Just me and her ridin round in my two-seater We made plenty millions that was the first time I showed her the egg beater Remember the time the police they lock me up and you buying me out Remember that time they wanted you to talk and you close your mouth That's why I fuck with you, I really can’t say I love you But I do really fuck with you, like everything that you do and she know  [Chorus: Quavo] When the plane come down in your town And we only in town for three days No matter how far I go, she always hold me down She say I always got somewhere to stay, stay, stay Always got somewhere to stay No matter how far I go, she always hold me down That's why everywhere I go I always save a plane [Verse 2: Dirty Dave] Rap game that's Birmingham, Alabama, Savannah, Atlanta Any city any place No matter where I go in the world I got a chick to keep a nigga straight When I call lil mama she come through Sacks full of cash we run through Fuck all day, fuck all night Where ever the fuck we want to I enjoy all the time that we spend, but it never seems to last Now I gotta get back to the cash  [Chorus: Quavo] When the plane come down in your town And we only in town for three days No matter how far I go, she always hold me down She say I always got somewhere to stay, stay, stay Always got somewhere to stay No matter how far I go, she always hold me down That's why everywhere I go I always save a plane  [Verse 3: Offset] No matter how far I go, lil mama she coming to get me She do what she gotta do, she independent I trust her, but I can’t love her She know why young nigga a hustler Got a young nigga's back when I’m trouble Got the body of a goddess, Brazilian mixed with Scottish She exotic, she come from a island I can trust her in the trap, she ain’t gon steal my dope If the feds kick the door I know lil mama won’t fold [Chorus: Quavo] When the plane come down in your town And we only in town for three days No matter how far I go, she always hold me down She say I always got somewhere to stay, stay, stay Always got somewhere to stay No matter how far I go, she always hold me down That's why everywhere I go I always save a plane",02:02,anger,hip hop,STAY ZOOTED,23rd April 2023,C Maj,175,-7.99db,4/4,Yes,0,40,72,52,28,12,0,0,0,0,0,0,0,0,0,0,0,SSG Splurge,Gun Fetish,0.9851062214901642,Big Ant Dog,Adore,0.9802787776820684,Yung Mal,Trayvon,0.9770931988885434
"!YADNUS,Daylyt",First Breath,"[Verse: Daylyt] Shit as hot as a fire, require aqua I'm Aqua man, aquafina Just stopped a man called Katrina The meaner of all demeanors We milk'em like Alta Dena No ultimatum shoot Altimas Bullets go through your Nissan Any sign of the piece, I double it, Siamese side Niggas know that I'm east side Bezel, Leave a nigga with crackheads at the Bev High Now I see why I'm too cold I-C-Y man I'm too cold Isley brother that Mister bigger than ever it's contra No contradiction we pill them like top prescription Here's my prediction If y'all get offensive there's consequences so constantly Kinda Stan Lee, it's marvelous moments charcoal opponents? That darkle I'm on it, Darth Vader, Y'all bored Why tour? Through the Star Wars like cardboard Hella links, better tell'em I'm Zelda swinging a large sword You can tell I flow awkward, no acapella We chop 'em like chopped propellers No mark I got more heart than Rockefeller Stay winner but I'm out to get a mil' like a great dinner Shit transparent - Cait Jenner Niggas bury your aroliner, Christmas carol the pharaoh No Carolina just carry line-ups Here to break squares like Darryl Dawkins, no Harold Miners, uh Do you mind, I got heroin in my mind I be thinking too dope like a extra crack rock Black box, I'm just hoping cats box Slap box with the opening hand wet tops Stomach holding the can black locks Ain't no opposite Opposition is my position See I position my position in an odd position Watts commissioner and I get guap commission You niggas got to listen This shit's so fire i can get God to listen Need guidance Who let the guy in the street fight? I'm Guile, Sonic Boom I am whom We don't dream I am Elohim Kilo dream - dope imagination Think helium, Lyt voice is the right choice Choice awards is a light choice eye for an eye but why for? I be a cyborg One eye for the cry One eye for the wifi why try obviously I do not die Terminator You bald head perm done made up your scalp Hand me the scalpel and snap We talk facts, in fact when I'm rapping Fact they be faxing each other Faculty saying that my feats cold, it don't matter I'm the shit, fecal matter My feet cold, it don't matter I got socks on socker boppers It'll be K's at your house - who forgot the Whopper? Get the hard drive Start up the heart you know I be Noah ark if I Start I double the animals on the ship, go for the shark ride Dark times We in dark shine Go for the pigskin, see the pork rinds Poor grinding to be more high More high we get, the poor die Poor strive to get in more house More house we get in more debt And we don't got no more houses They end up bein' close minded 'cause they don't got no more outfits To end up having low energy - they don't got no more outlets So they 'gon shop at outlets, out lettin' frustration waiting In line for fake Jordans Feel they important with imported kicks Weighted emperor, no improvising Pockets on empty Empathy, this is violent This is why we riot Why? Yet we don't get to breathe",01:15,anger,hip hop,LYT II SOCIETY...,13th August 2019,A Maj,86,-10.44db,4/4,Yes,4,55,52,78,15,27,45,0,0,0,0,0,0,0,0,0,0,"The Future Kingz,Hopsin",Promo,0.9588761349550804,Lucki Starr,NO GYALIS,0.944508387282021,"MC Paul Barman,Mofo Snot",Sampling Law,0.9320667022626842
"!YADNUS,Daylyt",Last Breath,"We all claim purple like its the purpose Though we far from the Urkel life Nerd clownin' but clownin' is for the circus, right? Well, that's for cert, Cuz, umm But what about sir cousin whose circumstance to be dickheads? Knife cut 'em, he circumcised Officers come in sizes, they bring the cop out Yet we be quick to cop out Yet we claimin' we cap police Plot with the stock police, watch you gustapo We spot with the plot, bro We stop but don't cap police, watches the top joe They be jokin' in past, remember it's past jokin' Shoot your kid in the head off weed, we be the problem Dock water we tangle like seaweed, see we squab it They recorded it with Tango, homies wonder what tango Hoovers they goin' ape for the orange juice It just tango, mix it with Tanga Red We can't tame the great moments, I'm on it Ownin' every mistake that I made, this shit is well done See world, we all black fish stuck in a well pond Cage killers who raise Phillip, who raise filler Long roads with screw drivers on a mission to flat heads In the back of the flat bed only led to a flat bed High as the Mac in the back shed And brag about how we made niggas back shed 105 extra Garfield, book and leavin' them cats red Write time from a child showed us the pencil Growin' up right still led to the pen so Who give a fuck who done led us to the paper? Gangin' junction and paragraph best ways Paper right to the pen den, we got a battle with essays Sayin' yes to the Mexicans or get hit with the best k's Organ hit with the best K's Ain't no arguin', it was just church organs, the funeral origins Pour the gin for the homies soon as the gin sing We act hard cockin' every weapon we got Preppin' we step to the block One step poppin' at all the bastards Black widows and black windows for shades Shades create the locs, locs create the locusts Green masks for procreation hopeless Dream cast from the dope, we chasin' cokeheads Steady to tumble, ready to rumble Now dream cast the homies played it focused Get our weight up, the shells crackin' buff niggas Who gon' say they the yokest It's apparent that parents don't know yo' kids All they give 'em is yo-yo's And they will line up when they call the popo's Yo-yo's, see the trick is to walk the dog in the sleep stay Sweep stakes for street sweepers Give me room when the beef quake 'cause we need it Never played freeze tag but as a child I stayed still And watch raised villains slay, stay still in my brain I see you, IV2 still in my vein Look what they feed us! Look what they did to defeat us! Promote abortion destroyin' the fetus Feedin' they trap, feedin' the strap, stay feedin' us trap rappers Not rappers rappers who rap like widows wrap Top rappers real in raps Even ghost writers got ghost writers For the longest I been he who done goes higher But I'm tired of that back seat, Rosa Parks in my rap sheet They don't know about the track meet Relay, see they don't credit the nigga who start the first lap The nigga who bought the first rap Same ones at the finish line Why you workin' at Finish Line lettin' em niggas finish lyin'? They get it booked worldwide Then they lie, bury ya, cry for your criteria Tearin' up tearin' notes with the tantrums Coulda been tangible, now you assed-out on cam They treatin' you like DeAngelo Hand you low hands with soft dab Angela Love, hang at a club, paint of a scrub Through Twitter, check the TL, see what they sayin' AC is fans code, nigga, AC don't work And he got his fans blocked, he the man you demand spots While he sit and imagine, you gotta look at that mansion Rappin' your lyrics, you hear it on radio DVD, CD, see we see you USC berk and all Cuz the employees of them industry niggas done jerked you hard Hurt your heart with them heart attacks They had heart attack implants Cardiac you just cartin' yack for customers Pardon the act, they fuck with ya But you don't get no retweets No showcomers, no roadrunners, no beep-beeps So you put out the reference but they don't believe you 'Cause they paid referees in the game Best believe that the game real cold cheaters With low bar meters who need us Meet us at random places and ask for the raps These kinda persons the world label 'em all Allstars with these con verses It's us versus the connest, I should kinda go Congo Apeshit, I ate shit, 'cause I'm kind My kindness found with the soundbite Bitch-ass cold squares, my kind ain't found with these clown dykes And they hike in the mountain Most of these fans likin' what they recitin' Vampire request and y'all love while these niggas bitin' See the whole next wave of these rappers they bloody suck Drag ya luck tryna diss me, it's just me and Ichiban Ichi spawn, we the dawn, see the bond Edomites see the light, breathe!",01:26,joy,hip hop,LYT II SOCIETY...,13th August 2019,A min,77,-11.43db,4/4,Yes,4,63,65,92,31,36,60,0,0,0,0,0,0,0,0,0,0,BROCKHAMPTON,ENCINO,0.9625714957097352,Young Buck,Where Im From,0.9620578876562006,Kreayshawn,Im Sick,0.9614838564306084
"!YADNUS,Daylyt",Day Electronica,"[Intro] It's ironic how I can see now The same niggas said I was senile We livin' in an upside down reality Where the smart people get looked down on And the world get praised to go stupid Moments of momentum For those who create my story get snapped on  [Verse] Gettin' laced in them Jordan Downs, it ties you up Crip life, in the ad is how I blew up You ain't grew up how I grew up If I'm it in the hood, then you ain't threw up what I threw up Stomach pains from where it don't rain frequent The hood smell decent And they so high off the lines, sent to the precinct Concrete Crippin', you'll find out what the C meant Tell 'em don't ask faulty questions about the side walker Kill a man, the price is high, but look at Bob Barker I was on the roof, talkin' to my big dog Crazy, I'm playin' Cool Joe, I'm walkin' through the knicks, aw Hell, what was I thinkin'? Couldn't resist the other side, I had to get a peak in They was red linin' crazy, Goodyear ain't the bigger blimp But eight but I'm smart; Caesar, I be the bigger chimp Imperium central, fuck it, I had to get a glimpse I coulda got my brain peeled for bein' limitless Now I'm at a hundred percent to put an end to this Two piece of the Lucy drug Hold on to the ratchet, it ain't a groupie hug Coulda got smoked, I do be thinkin' about it See my mind in the gutter, I do be thinkin' up out it Third walk's up to Third, my ass stroll through the hood Third eye walk up to Third, my astro through the hood Dog feelin' kinda spacey, on Jetsons was lonely Missin' my boy Elroy, Bart poppin' my homie It was springfield action Flowers on every corner, man, the C's still trapped in We need real captains To control this bull we gon' need Phil Jackson The triangles I angle, cry angels if you bother You wanna survive? Become a Dodger cap Tia & Tamera love, niggas better roger that Bastards got popped, but they ain't never got they father back Hope you got your father back Or maybe that's why brodie bother Pops tried to preach to enemies, now he the Holy Father First murder case in five, became the oldest toddler We all seen the outcome of Malcom X But how come the outcome don't outcome Malcom respect? Child support cut X mouth and about to check 'Cause she blew it, verified, cried, now she about to flex Lex Luger, Ma sold the stamps And the kid's clothes was damp It was broke dryers prior to coldest cramps This period in time, desired to roll the tramps On lean in the equation Bounce with the dirty sprite, I seen how they get laid in Shark life of the brave men Grew up in the street, now our life in the pavement And yet they never paid me On the first it was fire, fuck it, feel like we cavemen New whips and a chain – aw, they got us slaved in! See I had a dream to be awakened I was in denial, cut short, this where the lake end Salakem Salam, salami was all I had Phone calls for the pen so Mommy could call her dad See my life was a mess, I'm still spillin' the steel Never got tired, I'm still willin' to kill Independence Day: them ships got us in Terraform Somehow we're scared of war Life on a beach but we wishin' for a better shore See what I'm sayin' B? A new wave",01:24,sadness,hip hop,LYT II SOCIETY...,13th August 2019,D# min,84,-9.69db,4/4,Yes,4,54,53,96,27,26,49,0,0,0,0,0,0,0,0,0,0,Da$H,SeXXual Interlude,0.9619426421228768,OG Maco,Get Down,0.94573510021642,Lil Boom,12 Bars,0.9373349872335844
